# key|value
26969|12707
82762|12737
31546|10390
10871|8455
7067|10250
65722|9971
31026|6116
97708|11100
81199|6735
60632|10044
5544|9924
16016|3683
17409|6958
92435|7080
51262|19457
59111|8775
48962|11968
47010|11982
23732|8373
75437|12388
97128|13167
27566|8051
69579|14226
89491|10541
51249|7844
39453|8172
89206|9141
39690|11559
80030|13017
30651|10987
73171|10366
8861|10912
43415|10051
85693|12765
11529|11113
76503|9990
9440|8130
27142|7545
72837|8192
74092|7991
85278|6404
66885|8034
88605|8598
13251|10722
87252|10666
50473|7152
25505|7728
74523|8039
32538|13236
57334|9790
6990|9353
90007|11765
14343|10939
62594|6810
74730|8265
26445|10346
57563|12392
9397|12628
86496|9416
88063|11476
41626|6139
43538|11738
16875|9665
88508|11204
83724|18645
64612|8372
29825|6528
10035|12055
61701|9077
87717|9769
82064|11678
69702|8597
95677|12770
93980|17298
45548|259
87030|9779
75088|9552
35038|6521
23851|9935
64204|9213
800|7133
49595|6472
62981|11665
76336|11388
72941|8546
22415|8753
26766|9860
82979|11304
54819|11226
89818|7894
88491|9389
78804|10843
13876|10747
50364|8473
16835|10467
75591|8273
77402|13045
13330|9199
64436|9615
61275|17152
49471|6343
19699|671
47791|6168
92326|4001
70618|7721
80075|11558
27561|12036
72540|12080
29555|9349
73123|10866
22182|9572
93741|6078
32251|9747
59042|11427
47701|7912
82001|13462
36129|11265
67229|9129
27994|11924
88908|7006
82308|1631
36939|11838
11609|13058
40344|8955
26650|9407
77368|10214
84912|13993
84855|9055
48594|11897
57579|12522
85920|12256
13690|11746
92639|3910
98625|9776
164|12406
32223|10189
11354|9779
80582|15092
38336|8548
37127|19045
72061|10645
38966|9320
7459|9323
60731|11128
95826|13601
7048|8988
31855|15135
36994|10777
56541|9109
5176|7252
75151|10555
18919|13696
30645|10462
22481|9180
31050|12202
60237|8873
93589|9669
80581|11393
12750|7064
68433|9123
65071|9417
49636|7678
77968|6867
45834|8653
51091|10228
66666|9585
68313|7168
27475|9312
13852|10201
64148|8408
95711|6247
24488|14866
43590|10455
71618|10604
89943|6518
11772|11892
87685|9577
54333|10318
39841|18638
77869|9046
86204|11147
55755|9861
49283|10319
11578|11502
71462|6987
66043|5703
85507|9543
35283|11281
88805|12629
73334|10208
81282|6291
21788|6153
79680|10273
45189|8844
14287|9277
14431|11576
23548|8984
3192|12460
70067|11928
11996|11867
5329|13718
5396|8453
94894|13703
91246|8005
57498|8342
42063|5777
40834|10985
5471|7664
68763|11899
88612|10326
54209|9170
72026|9641
46836|11581
65706|10639
47239|8931
20528|11227
70815|9653
66059|19088
58537|13115
54999|15532
46467|10081
40281|8034
59752|8341
97422|11619
4841|7996
8195|10405
99000|5917
84767|7108
92624|11893
35090|6492
14830|10006
88437|9093
28923|12918
5628|8973
8831|19941
37232|8102
72105|9504
32449|11936
45151|9447
95691|10491
33514|11767
36840|13484
91401|12511
42186|1704
47292|8977
16593|8439
92991|10757
63460|9570
19073|9553
28108|8382
64847|9687
83515|8805
37377|10690
31809|10090
81420|9757
80920|10383
17351|9406
79711|8160
29681|7733
43877|9837
98575|11361
11005|12306
6125|13577
26703|11983
57800|6899
56052|11229
5555|13320
34685|8105
91223|9998
54994|9309
35785|11117
44415|10098
1613|11907
24220|9368
93206|8325
97258|11933
87248|10215
81782|8020
2346|11552
35351|10806
93968|8936
29688|11623
74919|10482
90994|9148
59541|11027
39512|11891
87533|8168
34766|7973
39656|8950
2236|10237
85077|10816
60475|7923
97195|6901
78534|8371
93393|12741
82608|8701
68321|10206
97516|11408
56716|14722
54264|10497
90181|11851
73408|11981
32326|10256
52915|6008
49669|19146
49171|13898
93431|2242
53908|2473
22716|10891
58650|10974
90108|6088
65509|10270
58068|10608
24646|8427
46009|8734
93719|8964
63517|10139
45715|11532
90200|10997
75031|9235
11843|10744
10412|11895
24286|11838
9880|10774
2072|9028
87254|12299
59159|11293
6838|9581
22637|11187
44528|19097
48548|7789
72692|10921
41748|13904
66382|10844
21024|8805
20976|10041
51076|6356
12954|10173
2406|7991
30207|10119
51573|3845
17787|10432
33562|7443
61053|9694
54426|9436
27077|7854
63918|10404
77430|8731
93785|11276
81211|11183
33118|12305
13444|6132
10221|8803
88095|6178
20406|9936
60340|11847
64325|8414
27713|10335
21636|11582
34886|8555
21847|8768
79440|11644
53059|6231
37392|11971
15372|8599
75104|13970
70615|7784
81390|12494
95307|10620
59580|13558
58779|8674
88070|9634
90843|10306
63068|13863
56323|10236
5982|7658
88208|8815
65392|14984
40729|7187
48888|10925
39177|11184
58393|15602
79905|9938
99696|10883
26721|9757
73102|17138
10646|9824
75631|7892
64246|11225
47989|11708
31079|9025
55014|10933
11999|6399
2570|10838
33324|11985
91487|481
89962|6459
70442|10778
9941|1766
19240|7254
75536|7338
66684|8950
16730|8440
47440|8667
64113|10242
12381|6522
6352|8660
94288|8423
97908|9753
37469|9924
95421|10285
11012|16197
75210|12743
13436|11094
54947|9584
37622|9644
42342|11926
93772|11393
74467|13884
80668|13018
81462|3961
86587|13719
75712|8671
9971|13131
47676|11486
45423|6251
26335|10214
12872|9863
66011|9072
3032|8134
987|12324
14955|7155
26906|9405
64821|8513
3153|12228
77413|11146
40520|6268
60665|12278
36838|9255
23873|13444
40243|9636
76642|9952
54858|8471
62849|8629
51400|11170
81424|9555
38939|8317
27398|8299
61590|9867
9465|12387
67384|7237
70443|8775
20820|3610
77950|10890
57853|6241
46400|6687
46902|11797
9644|9137
86573|11924
10387|13205
53221|9152
9926|10898
93223|8599
4734|12941
35075|8496
71882|8636
29147|7497
49136|11565
14094|9702
17735|6132
61697|6801
14227|5507
82876|6242
95256|9494
74611|9213
94000|10663
33277|10573
33805|13169
87017|13597
73316|6637
58695|12769
97999|9602
86745|8453
3748|13997
60622|13834
15937|956
82557|7771
55750|11345
85744|9682
27631|9407
76898|9975
40136|18304
79809|11763
40663|8513
26334|12943
59237|16245
48643|9912
97823|12193
46433|10447
35830|11687
64339|10690
62236|2614
87163|9088
36481|9463
15189|12847
87359|7222
55482|11934
71005|6617
61423|10235
31827|12332
35951|9026
8445|17396
30267|10928
28580|9716
67278|10283
38328|9179
57066|10235
77954|12922
6203|12589
80118|9165
58826|13081
32543|9322
40562|11824
23594|12258
91680|8869
30941|9026
77108|9018
28585|11588
42336|6901
93430|12298
7578|11991
69514|8057
63869|9108
93340|13232
72053|11401
25794|13922
80795|8438
70163|8224
60125|10752
33435|10165
14379|8718
87385|9840
45905|11870
38661|9554
32074|9424
39744|7904
11273|11831
35871|6532
25950|8513
69411|9268
9015|3373
13135|13941
17951|10270
32480|10822
27013|10156
7356|13454
82225|13445
73490|11096
63915|6655
44104|8842
7737|10528
29081|10768
46871|11267
4494|9752
15035|8335
70889|7234
12535|8185
98270|9691
3262|11927
26107|4579
55272|7734
36317|9111
71774|10907
84098|6175
75876|13961
84272|11441
89721|10567
11565|6504
935|10253
7442|13425
23970|8206
29333|5571
18308|9567
74890|9761
58918|8973
38121|19357
6531|13557
99227|9648
36392|11375
2623|10210
7251|6464
7967|8932
51657|11539
49907|8538
10555|11619
67015|8480
25651|8169
77495|12502
69643|9530
66211|9756
33247|7218
35526|8259
3514|10239
45885|8002
75616|9537
78334|303
11687|9921
92013|6636
27257|10103
4410|10205
41964|9821
65701|8030
422|8373
56832|6885
82529|14196
65361|9519
81683|8829
96008|17880
68647|10423
47648|9744
75061|18352
49877|11943
55278|12991
49985|13981
47917|8846
36713|11217
61186|10143
99088|11712
41477|7979
92977|9239
45105|10628
99790|9289
94989|8985
88175|12226
51473|11825
63726|11960
14439|8828
79947|12787
93800|13670
88317|6349
14613|7448
34312|11505
17028|9016
83477|13687
73466|9305
68849|9481
52130|19744
30861|7029
77946|12756
77508|6642
57341|11235
10420|8504
31634|13914
81603|9103
93231|11468
78115|10300
62939|13184
93679|7078
3981|9667
1154|8293
13302|9602
84779|11013
87976|11261
86773|10096
7922|15173
35746|8050
35321|9543
66898|11356
88692|9433
66024|11571
6485|13650
19611|12249
41466|9767
46542|10772
37429|13661
31969|10493
26536|10213
781|11205
55762|11389
79350|13578
94517|18794
25360|12365
10442|11157
50785|9350
5877|8623
58407|12429
92537|9164
96521|9270
24049|10441
97858|9917
59669|11392
18153|9778
75899|8089
18771|12769
28538|8231
83306|3428
28153|10950
46647|5314
98787|8748
71441|8885
31525|8657
16636|9865
31861|7432
54953|11924
97840|2243
53630|10263
80017|9943
82331|6042
89228|10446
785|10500
12300|11122
34485|13962
64887|6519
99362|13392
82794|9239
97767|8582
10200|9971
26357|10842
55889|8727
62297|11986
20804|11408
11067|10306
13317|986
59952|6638
57742|9577
9170|8053
31701|10583
91767|8598
98970|15921
79162|11793
95276|8956
53413|11793
62295|10923
7986|9153
92546|6488
51796|9061
25478|19342
3663|10429
99633|7312
48568|6475
63881|9371
42817|6418
68936|8288
96564|8104
28324|11658
33308|11626
55821|12293
10581|16756
33113|11536
4758|10520
37697|7456
81262|13137
95311|8976
30376|8464
20973|9567
95357|7938
72990|8313
83525|13943
50842|11014
36971|10768
19671|8054
85130|9851
70016|11230
65634|9787
72250|11252
18007|9032
30685|9211
35198|11075
25473|8356
66954|6780
2930|11829
10211|8427
6133|11325
26363|7852
4819|9796
69236|10367
65858|10352
27530|8426
74847|13863
99566|12614
48196|13489
58611|9389
54097|10113
3787|6014
20175|7069
31439|9063
15849|9444
11740|10976
76710|8404
36105|6768
29900|8390
18134|7531
2295|11102
88011|13348
52589|10630
8747|11028
13672|11661
63028|8975
14059|11920
54464|11279
52118|9422
17278|14142
35824|10112
35969|12858
90922|6241
55110|11224
80850|10993
93690|10544
13945|9296
89118|11132
23221|10360
59131|9313
67251|8767
34918|11019
93865|8181
89392|7622
88576|13825
6762|8233
79216|8324
26998|9411
16029|12770
21650|9485
84949|8762
3833|13964
85097|11525
17070|11329
38844|8525
36720|11782
63604|7198
71040|7142
4269|12439
16652|10786
71327|10406
28662|11777
13076|9892
42606|12615
40181|8819
47622|6456
15581|14624
10128|11742
45499|8691
54143|6991
18908|9998
99769|10784
18300|11945
34076|8119
67592|11178
94948|10556
31570|10218
52568|7709
19634|10462
35999|9413
45323|11510
66238|14829
82342|13966
67287|13151
13799|9979
6692|2861
84921|10270
91725|13294
5712|6539
67115|6320
11210|13325
55180|7057
99437|9426
94959|12092
79783|8516
29621|9519
27299|10355
26709|10370
95874|8494
13533|7001
32995|9766
40877|11690
1361|9897
60210|8232
92534|9570
2312|8066
91544|7831
95330|8285
85498|10562
91511|6102
70015|9314
15692|9994
9355|11946
11824|11654
74269|11036
55358|10589
75702|8563
54408|11105
68680|11163
60411|8045
93689|6268
56253|11259
58109|8114
11456|12142
53594|8316
23278|9316
36380|10973
6370|9595
69781|12657
13776|13640
53015|10615
31136|6563
62520|12760
26337|9537
69909|7930
32226|10067
40426|9240
9172|9837
66362|11500
16071|6864
19951|10823
97874|10599
4199|6214
96386|7014
16206|7936
21620|11701
56424|8576
66810|11783
55134|3072
97427|7461
63087|6588
80242|9767
35129|8957
15689|12313
43592|13223
91854|10314
82309|12643
54441|9407
74381|8913
72249|13882
11153|6494
13021|6616
13365|11759
15961|9666
14663|8254
53844|11248
6371|8863
89120|8486
55439|5637
60613|11739
53866|6445
9948|9465
17702|11357
65416|12851
77469|12628
6254|7941
91496|8285
91310|10806
55717|6788
22194|10765
63644|8329
14152|12847
58816|15619
54845|10373
97334|9002
59871|13992
42201|7331
96682|9431
30796|17572
97769|13696
88159|8252
15174|15298
97375|11610
63293|6696
49742|8592
73008|10346
93688|10428
93691|8021
18724|9361
47122|8095
95158|13852
52848|9071
23573|11272
84511|11366
59194|8316
29642|10079
29584|11040
58316|7633
1449|9291
85042|8369
14005|10198
81522|6127
40530|10447
45348|11264
10526|8331
29754|10871
56888|13911
97027|11500
98107|11476
4265|7979
17342|12298
99646|8621
36184|9826
86665|10684
9452|8930
56218|11883
58182|11311
11796|11513
77551|11890
88212|8572
19858|11908
10966|12818
49688|9982
9734|10962
12747|8749
60405|11788
75376|9249
80804|11510
85274|11066
93451|2045
37498|14030
94024|8202
2859|6817
20657|8688
42610|9490
73622|12235
4664|9985
93736|10733
94073|8947
68062|11941
93580|19764
96911|11755
58192|9112
49062|6092
80979|14056
3989|18008
98222|10678
73608|11627
89024|9936
39953|11796
22111|1110
96466|7872
47589|6945
54034|12821
10665|11904
65252|8616
60350|12479
11944|8646
61981|9907
70740|16754
11119|10506
67510|7226
47960|10550
23550|9465
49092|9988
73609|11348
66912|1393
77624|7418
96676|10361
69324|6016
70747|12867
2829|9203
55891|8076
41008|8410
14506|9140
6992|9029
38792|9207
54191|13227
62989|10396
52972|11835
85663|8762
19003|10974
49733|11942
94075|8542
94905|11745
39787|7661
99607|12234
63810|10555
68045|8433
35927|8286
22401|9932
49018|9004
92245|7893
19940|16880
41376|7418
69762|13021
5461|14828
31181|10058
21932|6905
19822|9515
48310|12362
37015|7040
5790|9292
29072|13061
40202|12074
8493|9068
28404|10519
49999|8036
17280|3083
28856|5943
86689|8866
37968|13245
73631|12542
17726|8484
3753|10209
30681|8753
26388|9229
33688|8450
96096|12180
34938|12258
19818|7336
2679|681
79361|11330
40451|9176
90482|10102
28111|12504
41119|10260
84019|8085
57335|9675
59163|10671
34483|8737
21652|7364
24392|13674
7964|9095
44468|11740
74657|11758
93299|3888
3001|11585
97231|10128
14258|9522
43166|10680
17196|6661
25986|10671
82710|10223
96393|9950
21844|11206
68252|9886
52298|6917
10688|11181
48533|12035
23896|11286
58128|12536
11668|6034
24917|10221
24476|11418
54580|10692
22432|12331
1308|8804
96449|9673
82350|8616
15345|15146
41370|10193
68982|11624
24615|12621
84038|7883
34880|11952
19424|8073
75688|11258
21261|10229
73163|11881
57014|7607
89316|9046
39194|11121
9391|13961
60838|11332
75518|154
96981|11860
20817|9246
2801|13631
71716|11413
13520|11913
25361|10984
78959|11431
78981|6309
65028|9879
82999|12793
30637|13659
42352|8017
2259|11027
42418|6393
19329|10493
95111|11973
36548|10397
26809|13922
14132|8973
7387|8089
59550|8445
47519|12388
40822|10754
82042|10790
54645|9697
92040|11459
75047|13000
62290|9863
7122|9525
64939|8631
56456|7993
48172|9722
42816|8748
5390|8731
25848|8954
75637|9187
27676|10857
90494|8887
40450|1664
65852|6268
98169|11776
95967|8770
6761|9211
3968|7005
68962|12379
78049|8613
23542|8631
10498|9457
81681|10390
51895|8792
94746|11936
70070|8446
35262|11822
32138|11018
62098|15033
35568|11309
30810|9493
22363|6883
23664|17685
54005|11954
13430|7076
83779|14996
37254|8081
53149|9911
69900|11221
16779|11337
97721|11595
92136|15479
28600|9758
38105|6797
45724|8547
48609|9316
3234|10791
81436|7989
80114|7829
30635|11565
19349|8602
25575|10832
26038|13530
15348|11978
61390|6944
85290|11420
80711|17341
90134|9877
78237|12371
45056|7477
9195|7173
98648|11589
31058|8772
67682|11788
12690|10568
83274|11855
89997|10382
20264|12552
22798|13340
69291|9177
14741|11299
94546|8559
69497|9347
28429|6217
65668|6056
80195|12524
45725|7079
80546|12258
69697|14375
9045|12729
74640|8752
76284|8515
74110|11958
82023|16543
17770|7467
74435|8700
61078|11416
98723|15091
30856|10570
43007|9435
24215|11650
25024|9441
12613|13131
16476|6592
2941|7998
26394|4580
23302|12220
98922|9590
51229|9834
10004|11643
24291|13040
57257|12129
21601|10429
55101|9998
87469|9003
49203|17565
94099|7079
58546|9161
83223|8038
96692|8459
5525|9136
80829|8936
46659|12423
48540|8706
64824|13241
56033|8466
15119|12462
29678|13616
25791|580
55990|10166
29472|9185
76117|10214
98761|10328
62973|9304
9846|11675
76263|17061
42689|11010
42202|11278
82623|11311
64443|10053
16449|11127
38877|10212
93398|9050
12714|10457
48520|8503
71325|7856
15280|10474
22299|13798
59496|10945
25912|9044
58981|9600
1478|1684
33944|9398
46593|11544
65111|9734
18176|7256
68591|11853
95894|8223
62218|9506
75228|9643
94434|10796
68271|15643
16352|12585
2365|6830
68470|13992
78490|10097
46937|10428
77910|10627
64574|7468
18173|8469
14729|10123
85936|9264
96556|11809
73768|9179
25628|12432
32800|9644
55190|8976
50466|10522
69938|8782
42818|9663
76476|8946
25059|9906
23078|8420
76735|19068
93152|11230
76571|10152
53118|8308
48228|9224
81368|8266
99802|13207
16993|15188
30323|7340
74858|13147
15794|5224
66901|7496
19592|2769
20505|10152
20585|12418
19698|11467
486|9284
71840|9666
84984|11496
20149|9048
93999|8619
97168|2926
76763|8129
77751|10243
47863|7472
67620|10010
27207|9997
7068|7451
62724|834
84142|7636
45041|13149
93949|12223
69973|13031
67308|11541
53033|11169
56655|10517
52445|10469
69239|10562
54179|10353
82563|11283
95636|10282
85905|10043
58151|9116
11553|8364
61266|12642
82095|7395
11394|6796
21987|10703
50537|9809
34482|9325
80438|8267
33083|9108
83563|11998
65482|10748
1791|8556
64566|13576
87504|10593
43061|8915
10852|10303
26912|13986
93142|13690
41127|10650
61698|8714
25386|11550
88902|8750
84940|11267
25115|6167
72027|10620
47579|11420
36127|10753
72041|13029
27629|10936
13404|9758
54280|7256
47084|9790
21419|9926
5099|13890
97424|10909
2855|13345
15605|10605
93961|11797
58670|6141
39317|8640
20191|11571
13051|11730
7880|8019
39243|11608
34670|10941
83806|13089
89652|9950
83686|13770
63325|10682
65098|6544
25222|9661
93047|11289
23931|7971
33011|10675
86515|7781
71153|10465
56198|10376
83859|9428
94816|8185
40734|11012
29489|11765
66120|7323
9214|13338
98055|10630
20702|13363
82137|10809
75725|6336
31422|8933
75782|12950
92228|8399
16976|8715
28873|12289
2804|8031
94901|11772
53142|10384
87361|12039
37978|11802
48907|12145
38225|9025
60916|9095
61684|10090
88279|6092
18698|11033
60912|11654
35248|12887
95969|9441
29894|17991
60681|10448
1049|7894
73183|11088
42930|11847
33345|12437
29285|8390
10439|11592
65514|6552
83195|6601
3882|11802
97283|6290
28132|6736
7257|11801
79362|12517
89545|7928
81293|10211
36864|7144
34726|8247
97104|9873
17866|11948
84034|9457
12654|9269
3382|9598
31626|7623
15114|12037
11377|10138
42580|12757
13168|14369
21527|9954
96134|9816
63577|9678
3827|10745
89951|7388
81177|9886
66734|7686
7970|8405
4416|13445
77185|8162
37353|11540
11506|10204
70748|10543
23556|8803
96667|9683
73827|9200
44223|11140
40541|10528
58576|9888
51479|6647
18965|13159
32233|12554
21117|10995
84417|12902
290|12951
88722|9884
80206|8965
29591|12952
11916|12316
66713|6496
20485|11811
52398|10069
87280|10484
68076|11817
59845|10345
69801|9010
15715|2028
75154|6881
73281|13701
19429|13830
10669|13094
54854|11486
45770|8351
53293|12772
82215|9243
19047|10644
84675|11222
11151|9884
5717|11205
11071|13734
15034|13179
53950|6183
54776|9541
96711|9216
92212|9888
11277|10504
44463|11459
51321|9172
87805|8077
11117|735
81962|8357
76625|8470
75671|6157
33466|11234
67942|13861
27182|16014
12487|11704
18170|18677
30538|11996
14219|7335
17217|13437
376|4056
75992|8621
50550|4937
80526|9544
63256|9252
66825|10230
35863|13885
76270|3152
32182|9889
57171|8792
48311|12747
56581|13329
4305|10352
29336|9438
83377|10657
15740|8553
47591|10146
64501|11794
665|9990
19386|9494
68241|7970
5102|13268
75128|9014
21076|9844
61926|12098
71691|11303
709|10901
24153|6760
32134|11624
27009|8231
38579|8143
74324|11288
60856|8709
31235|7976
19460|11035
13267|11925
29677|8272
26596|7804
68768|10210
53454|10178
69663|13578
58946|10806
73250|11748
38867|13547
86661|8415
50543|13627
87333|5571
99719|8022
14344|13971
63528|8030
17168|7010
22113|3913
30803|10270
76072|7936
73452|9652
28942|6759
81763|10252
40564|11222
94961|6016
65730|8962
73036|7581
8031|10794
68373|6923
23254|15333
99531|10436
13774|10790
71986|9124
40173|9200
42338|10957
58061|4325
76156|10360
16335|9737
93881|12829
1211|10970
58402|10246
61835|6852
39160|11733
67024|10251
42571|6736
38158|9038
97417|7172
96406|10745
52821|13592
80820|13219
73547|9163
65712|13297
14188|11049
71212|9868
47677|12424
26102|8657
26613|10476
54089|18893
97519|6716
17215|11776
66796|7096
56836|6679
64410|8463
77764|12684
73841|13407
65037|11662
61789|6321
3796|10265
19942|10373
85602|8526
36046|9998
16561|7918
7643|10257
8192|8227
71232|8321
34579|11192
32574|9874
56677|10563
50772|8887
26645|9257
72380|10523
54129|9362
52651|11878
62912|12593
55785|13196
210|9276
7173|6536
77472|9512
48428|8503
91525|10748
22431|12391
30471|13122
43637|10509
67866|11162
1667|83
72158|11550
79995|8614
48392|11908
35567|10442
47668|10561
37016|7539
92542|13927
98853|10008
11915|6194
45760|11001
52803|7307
24512|11437
88548|12417
71239|10755
9726|8775
63295|18420
83654|8043
70710|6144
60351|10736
86367|9868
24140|10680
28695|11898
71342|10789
35011|11916
46474|9966
32413|11656
93204|8567
84015|11589
53743|8421
86675|8511
74006|11955
18389|8561
53044|7847
10479|13257
46129|11810
85624|9074
15510|13720
91518|12217
59193|9329
25648|10184
98847|11809
15470|13185
26494|13901
76049|9316
32292|8931
40768|8518
90725|5284
23904|9611
56471|11665
39248|13146
18971|8487
43051|6331
98154|10069
37999|8008
64530|11309
31049|11901
8564|11732
2906|8730
88862|8716
67529|11490
63229|12349
36132|13844
88715|13295
40379|6211
58672|11338
81148|11521
32492|8692
99389|9423
29222|13286
25425|8105
1762|7212
646|13964
58881|13586
18726|10269
60706|11818
50254|8374
69837|17812
8193|7454
36633|11878
16307|6370
55769|11535
94807|11028
66673|10940
47836|7934
55997|12877
2101|8250
57393|8192
71048|13837
74590|11950
17966|11094
23047|9300
70395|8019
41519|7839
33491|16165
16052|12674
62067|6371
79690|9824
4392|11698
46162|12423
92925|11221
56670|7822
2790|9256
98227|11198
8875|10778
41642|11370
10224|7745
22231|10039
2304|10413
54382|8526
43872|10830
8878|10055
24463|8937
22137|8375
39861|10602
84769|13313
95931|10342
35128|12539
61421|8991
23628|12013
25173|6849
31748|9818
79061|9048
67810|7157
32336|8233
82418|12578
25268|8884
19125|12008
79355|8878
25665|10045
20159|7376
85247|6878
30156|13281
94213|10763
39086|9707
64079|13525
57651|12514
68823|9447
28353|10474
2419|11720
99080|10665
23046|9056
96397|9294
25192|9938
82619|10712
75180|19658
12939|10527
85662|12612
98062|8981
96285|7301
63783|10577
14302|12772
78233|11716
44424|8062
38971|12840
24607|8262
79046|13699
41052|8075
51356|10212
44589|8216
9181|8924
34911|8786
78938|10898
10157|11860
43207|8926
98125|11070
49905|9024
58942|9336
71204|10566
25686|11003
78499|9484
10743|10914
2664|11503
73495|13964
67116|11837
32344|9058
16696|10205
2116|12056
9978|8976
76029|9961
16543|6635
27869|9545
118|13801
10609|9750
11535|8254
71648|9978
35802|7570
85767|7660
42761|11310
13397|7960
75843|8535
86964|11826
10390|10975
24174|11565
61145|12094
41830|6638
57482|11137
31908|7575
51110|10961
29146|9153
83123|9226
49043|12488
5423|9418
8619|8601
64229|10178
5714|9208
90819|9149
45672|8602
11320|11066
74972|8779
92265|8759
67986|11590
59503|6277
26205|1850
33844|9166
29617|10933
18368|15535
36854|11546
92078|11356
74635|11145
77152|11364
15108|6182
58825|10177
58883|11630
36589|10446
27974|4830
36387|13228
32882|11381
46651|8533
75728|7179
24804|9554
48397|8712
36490|7230
17791|10697
5787|10566
99226|9789
82323|7418
75907|10360
58080|9587
59569|4796
950|8883
43891|12868
61199|10922
78465|12317
94796|8152
76887|11971
67953|17303
31133|13447
62659|10189
14084|11845
41498|8493
75866|8040
81360|7978
74529|11676
48164|9057
29455|9790
6904|9917
94381|13535
80107|10431
54021|8903
9768|9722
8827|8381
85048|10755
9539|8468
68623|7132
32234|7055
25603|9383
20104|10411
31467|11209
43090|10017
6524|6132
72533|10474
37835|7761
39718|9172
59890|11363
41954|10028
71044|7450
40448|12875
4538|8775
28735|7977
13783|9555
26173|12562
25072|13496
99349|9616
5740|10844
55680|10486
15257|10462
60790|11993
61125|9315
60941|11786
85242|11907
73782|9783
35550|12499
64829|9275
83387|10961
93038|10837
77450|9563
62396|8531
66168|10234
36846|11763
16567|8658
11474|9335
99643|12080
67935|9480
73253|6237
24845|9332
87475|9279
66352|12685
84499|10076
29019|7742
9640|8300
57170|8931
23382|10053
38415|10700
95478|9280
39652|18038
23437|11062
88210|11845
64352|7037
9758|13416
9357|9362
84491|8993
27035|13943
18298|12084
87494|8367
45639|12915
65655|7290
20372|7525
80026|11243
38528|8908
40873|11855
14460|9748
70109|10215
61431|9146
48709|9945
6452|10618
39103|11070
28784|11810
3704|10289
50947|2654
40935|10879
84232|9833
19773|13872
59214|7096
60956|10011
92709|10750
54077|9157
59105|8421
71548|9059
48963|8996
44114|6395
57429|10205
13927|1735
83612|12104
59828|9247
88238|13334
61059|10199
24370|10486
9251|11528
77269|9766
88084|10018
49873|9934
8116|8495
5002|952
70279|6013
9403|7913
13221|8242
59884|10425
30541|11772
9527|10281
94620|8788
5759|13012
81822|12167
7575|9609
7702|13291
87576|1025
63326|9771
92222|8905
24838|11146
84652|8115
4576|6673
31957|9620
98701|11969
21490|10566
78632|7850
87622|9474
7916|9111
89998|9424
42585|1582
44130|8908
41613|7148
61985|13742
816|3707
32681|10566
48877|11362
57631|10789
75339|8348
1928|10205
43011|12738
25479|11509
28197|8825
64001|12539
4009|11402
40938|9606
93434|10003
14272|1992
78511|8668
48443|10944
30771|10438
87740|6970
16934|19061
77610|9520
35793|10427
692|8916
40635|9486
32813|8955
82534|8583
96169|7013
99699|10973
41121|10161
87325|6128
88714|8679
54184|9981
71770|11742
8886|8703
4481|8888
69805|9031
69630|9272
45996|9237
81958|8569
26041|11565
68462|10352
15905|9745
82835|9802
47839|11136
29413|8870
5604|8200
42368|8612
18841|4255
39061|8523
88991|8214
98976|12334
31844|7231
30059|11756
89265|11537
65825|10400
2301|7396
71604|12807
50490|15383
62631|11172
59855|13856
29654|12480
18065|9757
23180|8478
96936|9948
80628|11450
16278|11964
59498|11708
64682|9709
45054|8573
6676|8359
472|11578
27764|10143
47527|12054
96533|8994
27210|12992
74878|10395
46226|12422
62922|11725
46685|6979
81115|9446
27093|11513
81001|9607
38341|11262
9546|10940
50272|8228
64446|10594
29395|13794
91300|11408
95939|10273
58930|6311
86880|9632
1149|11333
73217|8195
44981|7781
84078|10584
8480|9204
90993|8228
52933|11116
3226|14205
38652|13637
25522|11779
6678|17821
98403|7065
32972|13490
86142|12744
16872|8243
98386|13914
20507|7536
60003|9319
63211|10405
6934|12355
5389|9754
24200|11595
99750|8119
82299|9792
26638|8131
19201|11508
64560|7998
8440|10357
19180|12533
24846|11777
12816|7080
43564|6133
42544|10642
68180|1122
29862|11821
37080|13162
34400|9025
94805|13552
55215|13744
83623|10170
36292|12064
57415|1057
53030|8891
99871|11200
98931|6090
61309|11714
1966|9504
58069|10485
45104|10087
46645|12023
92795|10864
67023|11922
14163|19639
38753|12044
70380|10783
68038|11244
74783|9505
97126|8061
17159|11460
84341|7097
61065|12923
97522|9426
70884|12723
1198|9721
86442|11696
72198|12620
42747|11649
29482|9442
76301|11090
2334|8862
99546|10816
25292|9978
95248|8132
18715|10175
24234|8212
8522|6317
54524|9474
28004|11913
88763|11416
34861|8071
18547|10534
11114|13328
85760|8678
53765|10996
12399|12634
80375|11937
46690|10681
14849|9936
12626|7311
21896|11715
92359|10651
14210|8096
26155|11132
59992|8451
64684|9069
4423|13351
31039|11295
18088|9112
70100|11413
92771|17306
3039|12142
1625|12371
75260|6501
16817|6629
91997|8257
74913|10621
63056|10920
57749|9842
22145|7094
67101|10862
85548|9873
51084|8411
95219|10121
33955|8667
77490|11110
62653|12464
96307|10301
63468|13364
16344|9418
14138|10715
9356|13049
33733|8261
41172|10937
37496|7795
21675|10188
50178|10610
10644|10429
26233|11366
51358|19742
80007|13781
55724|10811
67588|9512
87025|12720
20045|8363
79867|10490
70372|11387
16881|10340
95719|12313
46115|11341
79567|8450
27054|6121
